interaction_id,customer_name,interaction_type,interaction_date,interaction_channel,feedback_score
1426,Charlie Brown,Product Inquiry,2023-07-18,Phone,2
1427,Charlie Brown,Technical Support,2022-04-05,Email,2
1428,Charlie Brown,General Inquiry,2022-05-30,In-store,6
1429,Bob Williams,Feedback,2023-12-17,In-store,7
1430,Henry Wilson,Technical Support,2022-05-15,Live Chat,10
1431,Alice Johnson,General Inquiry,2022-09-06,Social Media,5
1432,Jack Thompson,Order Issue,2022-04-29,In-store,4
1433,Emily Davis,Order Issue,2023-01-30,Phone,1
1434,David Smith,Order Issue,2023-04-06,Phone,6
1435,Jack Thompson,Order Issue,2023-10-24,Social Media,6
1436,Ivy Carter,Order Issue,2022-03-27,Phone,6
1437,David Smith,Feedback,2022-02-13,Email,5
1438,Ivy Carter,General Inquiry,2022-06-12,In-store,4
1439,Bob Williams,Technical Support,2023-01-25,Phone,7
1440,Bob Williams,Product Inquiry,2022-02-19,Social Media,4
1441,Grace Lee,General Inquiry,2024-03-01,Live Chat,5
1442,Jack Thompson,Technical Support,2024-02-05,Live Chat,6
1443,Jack Thompson,Order Issue,2022-11-08,In-store,1
1444,Frank Miller,Order Issue,2023-10-02,Email,4
1445,Grace Lee,Product Inquiry,2023-07-08,Live Chat,1
1446,Bob Williams,Order Issue,2022-12-18,Social Media,5
1447,Henry Wilson,General Inquiry,2022-10-10,Email,9
1448,David Smith,General Inquiry,2022-09-25,Email,7
1449,David Smith,Order Issue,2022-09-29,Email,10
1450,Emily Davis,Order Issue,2023-08-21,Email,7
1451,Henry Wilson,Technical Support,2022-01-13,Email,3
1452,Emily Davis,Feedback,2023-10-10,Live Chat,6
1453,Frank Miller,General Inquiry,2023-09-29,In-store,6
1454,Ivy Carter,Feedback,2022-05-18,Email,1
1455,Jack Thompson,Technical Support,2023-01-11,Phone,9
1456,Jack Thompson,General Inquiry,2022-12-11,Email,1
1457,Charlie Brown,Technical Support,2023-12-11,In-store,8
1458,Bob Williams,Product Inquiry,2023-11-23,Email,8
1459,David Smith,Product Inquiry,2023-08-18,Live Chat,3
1460,Ivy Carter,Technical Support,2022-07-04,In-store,4
1461,Alice Johnson,General Inquiry,2024-02-03,Phone,5
1462,Alice Johnson,Technical Support,2022-11-04,In-store,1
1463,Jack Thompson,General Inquiry,2023-03-23,Email,7
1464,Henry Wilson,Technical Support,2023-09-01,In-store,9
1465,Jack Thompson,Order Issue,2023-04-16,Email,2
1466,Grace Lee,Feedback,2022-01-18,Live Chat,5
1467,Grace Lee,Order Issue,2022-10-31,Email,3
1468,Jack Thompson,Feedback,2023-07-15,Email,8
1469,Jack Thompson,Order Issue,2022-12-27,Email,7
1470,Bob Williams,Product Inquiry,2022-03-10,In-store,2
1471,Ivy Carter,General Inquiry,2023-10-27,Phone,3
1472,Ivy Carter,Order Issue,2022-01-22,Phone,3
1473,Charlie Brown,General Inquiry,2022-10-25,Email,9
1474,Alice Johnson,Product Inquiry,2022-09-06,Email,5
1475,Grace Lee,Feedback,2023-03-26,Live Chat,4
1476,Ivy Carter,Feedback,2022-11-13,In-store,9
1477,Charlie Brown,Order Issue,2023-09-29,In-store,4
1478,Henry Wilson,Technical Support,2022-12-27,Email,3
1479,Emily Davis,General Inquiry,2022-11-27,Email,7
1480,Emily Davis,General Inquiry,2022-04-09,Live Chat,7
1481,Ivy Carter,General Inquiry,2023-11-05,Social Media,4
1482,Henry Wilson,Feedback,2022-08-08,Phone,1
1483,Ivy Carter,General Inquiry,2023-04-17,Live Chat,5
1484,Frank Miller,Technical Support,2022-06-03,Phone,2
1485,Jack Thompson,Product Inquiry,2023-08-16,In-store,9
1486,Alice Johnson,Order Issue,2023-02-13,Social Media,2
1487,Jack Thompson,Order Issue,2024-01-15,Email,10
1488,Jack Thompson,General Inquiry,2024-02-12,In-store,6
1489,Jack Thompson,Order Issue,2024-01-17,Social Media,7
1490,Alice Johnson,Product Inquiry,2022-12-22,Social Media,3
1491,David Smith,Technical Support,2022-04-13,In-store,9
1492,Bob Williams,Product Inquiry,2023-01-16,Social Media,2
1493,David Smith,Order Issue,2022-07-09,In-store,6
1494,Grace Lee,Product Inquiry,2023-08-16,Email,5
1495,Jack Thompson,General Inquiry,2022-02-02,Email,9
1496,Henry Wilson,General Inquiry,2023-03-14,Phone,1
1497,Henry Wilson,Technical Support,2023-09-05,Social Media,9
1498,Jack Thompson,Technical Support,2022-04-08,Live Chat,6
1499,Ivy Carter,Technical Support,2024-02-19,Email,3
1500,Frank Miller,General Inquiry,2023-12-06,In-store,2
1501,Bob Williams,Technical Support,2022-09-26,Email,3
1502,David Smith,General Inquiry,2023-08-01,Phone,10
1503,Emily Davis,Feedback,2023-12-29,In-store,2
1504,Charlie Brown,Feedback,2024-02-12,Phone,4
1505,Ivy Carter,Technical Support,2024-02-14,Phone,1
1506,David Smith,General Inquiry,2022-07-26,Live Chat,5
1507,Jack Thompson,Feedback,2023-03-29,In-store,9
1508,Ivy Carter,Order Issue,2022-10-18,In-store,4
1509,Jack Thompson,Feedback,2022-04-16,Live Chat,6
1510,Alice Johnson,Order Issue,2023-07-26,Phone,7
1511,Frank Miller,Feedback,2022-08-26,Email,8
1512,Frank Miller,General Inquiry,2022-04-26,Phone,7
1513,Ivy Carter,General Inquiry,2023-10-29,Email,2
1514,Henry Wilson,General Inquiry,2022-08-12,In-store,3
1515,Ivy Carter,General Inquiry,2022-02-09,Phone,5
1516,Jack Thompson,Order Issue,2022-03-04,Live Chat,2
1517,Jack Thompson,General Inquiry,2023-04-07,Phone,7
1518,Bob Williams,Feedback,2022-02-23,In-store,8
1519,David Smith,Technical Support,2022-05-10,Phone,1
1520,Frank Miller,Product Inquiry,2022-03-20,Social Media,6
1521,Charlie Brown,General Inquiry,2023-10-22,In-store,2
1522,Jack Thompson,Technical Support,2022-02-13,Social Media,1
1523,Charlie Brown,Order Issue,2022-05-23,Phone,1
1524,Ivy Carter,Feedback,2023-12-06,Email,5
1525,Frank Miller,General Inquiry,2023-05-17,Social Media,4
1526,David Smith,Feedback,2023-07-04,Phone,1
1527,Bob Williams,General Inquiry,2023-01-31,Email,1
1528,Grace Lee,Technical Support,2022-08-05,Email,2
1529,Emily Davis,Product Inquiry,2022-06-11,Phone,1
1530,Bob Williams,Feedback,2023-06-18,Social Media,7
1531,Bob Williams,Order Issue,2022-04-25,Phone,10
1532,Jack Thompson,Feedback,2022-12-31,Email,1
1533,David Smith,Feedback,2023-09-17,Phone,7
1534,Emily Davis,General Inquiry,2023-12-03,In-store,7
1535,Henry Wilson,Order Issue,2023-06-02,Live Chat,1
1536,Emily Davis,General Inquiry,2024-02-06,Live Chat,7
1537,David Smith,Product Inquiry,2023-03-19,Social Media,9
1538,Charlie Brown,Technical Support,2023-06-19,In-store,8
1539,David Smith,Product Inquiry,2022-10-12,Email,3
1540,Ivy Carter,General Inquiry,2022-12-29,Social Media,5
1541,David Smith,Product Inquiry,2023-03-11,Live Chat,8
1542,Charlie Brown,Feedback,2023-02-15,In-store,7
1543,Ivy Carter,Product Inquiry,2023-07-02,Email,6
1544,Bob Williams,Order Issue,2022-04-15,Email,9
1545,Charlie Brown,Technical Support,2023-07-07,Phone,6
1546,Henry Wilson,Technical Support,2022-08-22,Email,1
1547,Alice Johnson,Product Inquiry,2023-01-25,Phone,2
1548,David Smith,Feedback,2023-02-12,Live Chat,4
1549,Emily Davis,Technical Support,2022-12-23,Social Media,3
1550,Grace Lee,Product Inquiry,2022-12-23,Phone,8
1551,Ivy Carter,Product Inquiry,2022-10-21,In-store,6
1552,Frank Miller,General Inquiry,2022-05-04,Live Chat,2
1553,Emily Davis,Order Issue,2023-06-10,In-store,6
1554,Frank Miller,Feedback,2022-06-24,Social Media,7
1555,Ivy Carter,Technical Support,2023-05-16,Phone,1
1556,Grace Lee,Technical Support,2022-12-18,Email,7
1557,Frank Miller,Order Issue,2022-07-07,Social Media,7
1558,Henry Wilson,Product Inquiry,2023-05-09,Social Media,7
1559,Henry Wilson,Feedback,2023-06-10,Social Media,6
1560,Henry Wilson,Feedback,2022-04-09,Live Chat,6
1561,Emily Davis,Order Issue,2022-11-19,Phone,3
1562,Alice Johnson,Product Inquiry,2023-06-16,In-store,7
1563,Henry Wilson,Order Issue,2024-01-04,Phone,9
1564,Frank Miller,Technical Support,2023-07-29,Social Media,5
1565,Grace Lee,Order Issue,2023-04-14,In-store,3
1566,Ivy Carter,Feedback,2022-10-18,Phone,9
1567,Ivy Carter,General Inquiry,2023-11-19,Phone,2
1568,Emily Davis,Technical Support,2023-05-31,Phone,9
1569,Frank Miller,Order Issue,2022-07-05,Email,4
1570,Frank Miller,Product Inquiry,2024-01-15,Phone,10
1571,Jack Thompson,Feedback,2023-02-05,In-store,1
1572,Grace Lee,Product Inquiry,2023-04-05,Phone,4
1573,Emily Davis,General Inquiry,2023-02-28,Phone,7
1574,Jack Thompson,Feedback,2022-12-30,Social Media,9
1575,Henry Wilson,Order Issue,2022-12-28,Email,1
1576,Bob Williams,Technical Support,2022-12-05,Email,7
1577,Henry Wilson,Technical Support,2024-01-22,In-store,6
1578,Emily Davis,Order Issue,2023-04-30,Social Media,8
1579,Henry Wilson,Order Issue,2023-06-30,Email,10
1580,Jack Thompson,General Inquiry,2022-12-31,Social Media,8
1581,Emily Davis,General Inquiry,2023-12-30,Phone,8
1582,Charlie Brown,General Inquiry,2022-02-17,Live Chat,5
1583,Frank Miller,Order Issue,2023-06-08,Live Chat,5
1584,Charlie Brown,Technical Support,2023-03-21,Live Chat,3
1585,Alice Johnson,General Inquiry,2024-01-01,In-store,6
1586,Bob Williams,Technical Support,2023-01-14,In-store,1
1587,Alice Johnson,Feedback,2023-10-19,Social Media,3
1588,Grace Lee,Technical Support,2023-07-07,Social Media,3
1589,Frank Miller,Feedback,2022-12-01,Live Chat,8
1590,Henry Wilson,Order Issue,2023-06-18,Social Media,1
1591,Henry Wilson,Product Inquiry,2023-02-25,Live Chat,2
1592,Emily Davis,Feedback,2023-03-05,Live Chat,6
1593,Grace Lee,Technical Support,2022-06-21,Live Chat,9
1594,Charlie Brown,Product Inquiry,2023-05-18,Social Media,1
1595,Ivy Carter,Product Inquiry,2023-11-18,Live Chat,4
1596,Alice Johnson,General Inquiry,2024-01-19,Live Chat,3
1597,Charlie Brown,Order Issue,2023-11-09,Phone,9
1598,Charlie Brown,Feedback,2023-08-08,Email,4
1599,Frank Miller,General Inquiry,2023-08-09,In-store,9
1600,Henry Wilson,Technical Support,2023-07-31,In-store,2
1601,David Smith,Feedback,2022-10-29,Phone,5
1602,David Smith,General Inquiry,2022-11-03,Live Chat,2
1603,Ivy Carter,Product Inquiry,2024-02-22,Social Media,1
1604,Charlie Brown,Technical Support,2023-02-07,Social Media,1
1605,Bob Williams,Product Inquiry,2022-08-22,Email,4
1606,Henry Wilson,Feedback,2022-01-29,Phone,4
1607,Jack Thompson,Technical Support,2024-03-01,Social Media,8
1608,Henry Wilson,General Inquiry,2022-01-12,In-store,2
1609,Alice Johnson,Feedback,2023-08-18,Phone,5
1610,Frank Miller,Product Inquiry,2023-02-15,Live Chat,10
1611,Alice Johnson,Order Issue,2023-06-27,Social Media,8
1612,Alice Johnson,Feedback,2022-03-06,Email,9
1613,Henry Wilson,Product Inquiry,2023-06-23,Phone,3
1614,Grace Lee,Product Inquiry,2023-08-24,Social Media,10
1615,Alice Johnson,Product Inquiry,2024-01-06,Email,8
1616,Ivy Carter,Technical Support,2023-01-14,Social Media,7
1617,Charlie Brown,Order Issue,2023-10-15,In-store,4
1618,Charlie Brown,Technical Support,2023-11-08,Email,3
1619,Charlie Brown,Technical Support,2023-12-27,Social Media,7
1620,Jack Thompson,Order Issue,2022-12-18,Email,10
1621,Grace Lee,Feedback,2023-08-12,Email,7
1622,Alice Johnson,General Inquiry,2024-02-20,Email,10
1623,Grace Lee,Order Issue,2023-04-27,Social Media,8
1624,Bob Williams,Product Inquiry,2024-01-06,Email,2
1625,Emily Davis,Technical Support,2023-12-16,Email,5
1626,Emily Davis,Technical Support,2022-09-04,Email,9
1627,Ivy Carter,Feedback,2023-02-15,Phone,9
1628,Henry Wilson,Technical Support,2022-10-06,In-store,10
1629,Ivy Carter,Order Issue,2022-01-19,Email,7
1630,Frank Miller,Order Issue,2022-11-19,Live Chat,4
1631,Emily Davis,Technical Support,2022-09-21,Email,3
1632,Alice Johnson,Feedback,2023-02-27,Email,10
1633,Frank Miller,Order Issue,2023-08-04,Phone,10
1634,Bob Williams,Technical Support,2023-04-23,Live Chat,2
1635,Alice Johnson,Order Issue,2023-07-04,In-store,5
1636,Grace Lee,General Inquiry,2024-02-17,Live Chat,8
1637,Charlie Brown,Product Inquiry,2023-02-23,In-store,5
1638,Charlie Brown,Product Inquiry,2023-08-03,Phone,9
1639,Jack Thompson,Technical Support,2022-10-29,Live Chat,5
1640,Ivy Carter,Feedback,2022-08-01,In-store,5
1641,Grace Lee,Technical Support,2022-12-21,In-store,7
1642,David Smith,Feedback,2023-02-23,Phone,9
1643,David Smith,General Inquiry,2023-05-06,Social Media,6
1644,Bob Williams,Order Issue,2023-08-07,Phone,5
1645,Emily Davis,Order Issue,2022-01-01,Live Chat,1
1646,Henry Wilson,Product Inquiry,2023-05-04,Social Media,3
1647,Alice Johnson,Order Issue,2022-07-06,In-store,9
1648,Bob Williams,Feedback,2022-11-19,Email,1
1649,Grace Lee,Order Issue,2022-06-29,Social Media,5
1650,Grace Lee,Product Inquiry,2023-03-19,In-store,7
1651,Alice Johnson,Product Inquiry,2022-05-06,Email,4
1652,Frank Miller,General Inquiry,2023-06-06,Phone,5
1653,Ivy Carter,Product Inquiry,2023-04-30,Phone,4
1654,Jack Thompson,Order Issue,2022-12-07,In-store,4
1655,Alice Johnson,Feedback,2022-08-21,Email,2
1656,David Smith,Feedback,2022-06-09,Live Chat,5
1657,Emily Davis,Technical Support,2022-10-05,Phone,10
1658,David Smith,Technical Support,2023-12-18,Live Chat,7
1659,Alice Johnson,Product Inquiry,2023-07-07,Social Media,6
1660,Alice Johnson,Feedback,2023-12-10,Email,3
1661,Emily Davis,Product Inquiry,2022-08-12,Live Chat,10
1662,Jack Thompson,General Inquiry,2022-04-19,Email,5
1663,Henry Wilson,General Inquiry,2022-09-30,Live Chat,6
1664,Charlie Brown,Technical Support,2023-03-11,Live Chat,3
1665,Henry Wilson,General Inquiry,2023-06-12,Live Chat,5
1666,Henry Wilson,General Inquiry,2023-02-18,In-store,1
1667,Jack Thompson,General Inquiry,2022-08-14,Live Chat,1
1668,Emily Davis,Technical Support,2022-12-11,Email,4
1669,Frank Miller,General Inquiry,2023-11-05,Social Media,10
1670,Bob Williams,General Inquiry,2022-10-21,Live Chat,6
1671,Emily Davis,Feedback,2022-06-23,Email,10
1672,Bob Williams,Order Issue,2022-06-21,In-store,7
1673,Henry Wilson,Order Issue,2023-09-19,Live Chat,1
1674,Alice Johnson,Order Issue,2023-08-09,Social Media,10
1675,Grace Lee,Feedback,2023-11-06,Social Media,8
1676,Bob Williams,Product Inquiry,2023-12-02,Email,4
1677,David Smith,Product Inquiry,2022-07-30,Social Media,9
1678,Grace Lee,Product Inquiry,2022-11-12,Social Media,9
1679,Henry Wilson,Feedback,2022-04-05,Phone,8
1680,Ivy Carter,Product Inquiry,2022-07-26,Phone,6
1681,Alice Johnson,Product Inquiry,2023-02-17,Social Media,7
1682,Bob Williams,Order Issue,2023-11-17,Phone,7
1683,Bob Williams,Feedback,2022-12-15,Live Chat,4
1684,Henry Wilson,Technical Support,2023-07-14,Email,8
1685,Alice Johnson,Feedback,2023-05-04,Social Media,3
1686,Grace Lee,Order Issue,2023-08-08,Live Chat,8
1687,Bob Williams,Order Issue,2023-06-14,Phone,9
1688,Grace Lee,Order Issue,2022-05-06,In-store,6
1689,Emily Davis,General Inquiry,2023-04-18,Email,6
1690,Jack Thompson,Product Inquiry,2022-08-10,In-store,9
1691,Frank Miller,Product Inquiry,2022-12-04,In-store,7
1692,Jack Thompson,Technical Support,2023-10-04,In-store,5
1693,Henry Wilson,Feedback,2022-12-23,Social Media,5
1694,Henry Wilson,Product Inquiry,2022-01-25,Social Media,7
1695,Alice Johnson,Technical Support,2023-12-05,Phone,4
1696,David Smith,Feedback,2022-05-30,In-store,2
1697,Emily Davis,Order Issue,2023-09-28,Email,2
1698,Henry Wilson,Order Issue,2022-07-29,Email,4
1699,Frank Miller,Feedback,2024-01-03,Email,10
1700,Alice Johnson,Product Inquiry,2023-12-05,Live Chat,5
1701,Ivy Carter,Technical Support,2023-03-07,Social Media,3
1702,Henry Wilson,Order Issue,2024-01-22,Live Chat,3
1703,Henry Wilson,Order Issue,2022-12-10,In-store,8
1704,Frank Miller,General Inquiry,2023-07-04,Email,3
1705,Grace Lee,Technical Support,2022-09-14,Live Chat,3
1706,Jack Thompson,Order Issue,2023-12-24,Email,8
1707,Frank Miller,Order Issue,2022-01-08,Live Chat,1
1708,Alice Johnson,General Inquiry,2023-08-15,Live Chat,2
1709,Alice Johnson,General Inquiry,2023-01-24,Social Media,2
1710,Ivy Carter,Order Issue,2022-10-05,Email,3
1711,Henry Wilson,Order Issue,2022-10-13,Social Media,9
1712,Henry Wilson,Feedback,2022-05-27,In-store,4
1713,Jack Thompson,Technical Support,2023-03-21,Live Chat,6
1714,Frank Miller,General Inquiry,2023-02-20,Email,6
1715,Ivy Carter,Technical Support,2023-08-11,Live Chat,2
1716,Charlie Brown,Feedback,2023-07-22,Social Media,5
1717,Jack Thompson,Technical Support,2022-02-20,In-store,9
1718,Alice Johnson,General Inquiry,2023-03-12,Live Chat,6
1719,Bob Williams,Technical Support,2023-10-29,Phone,6
1720,Emily Davis,General Inquiry,2023-07-22,Email,2
1721,Charlie Brown,Order Issue,2023-12-19,Phone,4
1722,Frank Miller,Technical Support,2022-09-14,Phone,1
1723,Emily Davis,Feedback,2022-03-26,Social Media,1
1724,Bob Williams,General Inquiry,2024-02-12,Email,9
1725,Emily Davis,Feedback,2023-05-07,In-store,6
1726,Alice Johnson,Product Inquiry,2023-11-05,Live Chat,6
1727,Jack Thompson,Technical Support,2022-05-19,Live Chat,9
1728,Frank Miller,Order Issue,2022-10-22,Email,1
1729,Frank Miller,Technical Support,2022-03-24,In-store,9
1730,Jack Thompson,Feedback,2023-09-15,Live Chat,3
1731,Henry Wilson,General Inquiry,2023-03-27,Email,6
1732,Bob Williams,Technical Support,2023-05-05,Social Media,5
1733,David Smith,Product Inquiry,2024-02-29,Social Media,4
1734,Frank Miller,General Inquiry,2022-01-14,Live Chat,1
1735,Alice Johnson,Technical Support,2022-06-18,Email,2
1736,Jack Thompson,General Inquiry,2022-04-03,Phone,10
1737,Bob Williams,Product Inquiry,2023-10-11,Social Media,8
1738,Ivy Carter,Order Issue,2024-02-13,In-store,7
1739,Ivy Carter,Feedback,2022-06-09,Live Chat,6
1740,Emily Davis,General Inquiry,2023-05-03,Email,7
1741,Emily Davis,Product Inquiry,2023-06-19,In-store,10
1742,David Smith,Product Inquiry,2022-04-24,Phone,8
1743,Charlie Brown,General Inquiry,2022-06-12,Phone,7
1744,Ivy Carter,Order Issue,2022-03-26,Social Media,2
1745,Alice Johnson,Order Issue,2022-11-01,Social Media,4
1746,David Smith,Feedback,2023-06-07,Email,5
1747,Frank Miller,Order Issue,2022-03-28,Social Media,10
1748,Grace Lee,Product Inquiry,2022-10-20,Live Chat,3
1749,Grace Lee,Product Inquiry,2023-08-12,Email,3
1750,Henry Wilson,Technical Support,2023-12-22,Phone,3
1751,Bob Williams,Order Issue,2022-02-25,Social Media,1
1752,Charlie Brown,Technical Support,2023-10-17,Live Chat,6
1753,Charlie Brown,Order Issue,2022-10-25,Email,6
1754,Ivy Carter,General Inquiry,2022-03-05,Live Chat,7
1755,Grace Lee,General Inquiry,2023-10-25,Live Chat,6
1756,Emily Davis,Feedback,2023-08-22,In-store,2
1757,Frank Miller,Product Inquiry,2022-09-10,Email,8
1758,Alice Johnson,Feedback,2022-06-23,Social Media,1
1759,Frank Miller,Order Issue,2022-10-17,Live Chat,3
1760,Ivy Carter,Order Issue,2022-09-11,Email,8
1761,David Smith,Order Issue,2022-04-29,Live Chat,8
1762,Charlie Brown,Order Issue,2022-12-26,In-store,7
1763,Jack Thompson,Feedback,2024-02-21,Email,10
1764,Alice Johnson,General Inquiry,2022-12-06,Phone,2
1765,Henry Wilson,Order Issue,2023-09-12,Email,2
1766,Frank Miller,Feedback,2022-09-16,Email,6
1767,Frank Miller,Technical Support,2023-03-19,Email,5
1768,David Smith,Feedback,2023-03-07,Social Media,6
1769,Emily Davis,General Inquiry,2022-08-04,Social Media,3
1770,Emily Davis,Technical Support,2023-05-18,Phone,9
1771,Frank Miller,Feedback,2023-12-02,Live Chat,4
1772,Jack Thompson,General Inquiry,2023-08-26,Phone,6
1773,Jack Thompson,General Inquiry,2024-02-29,Social Media,1
1774,Alice Johnson,Technical Support,2023-09-18,Phone,6
1775,Emily Davis,Feedback,2024-01-05,Live Chat,9
1776,Henry Wilson,Feedback,2023-05-20,Social Media,2
1777,Henry Wilson,General Inquiry,2022-01-16,Social Media,7
1778,Grace Lee,Order Issue,2022-04-23,In-store,8
1779,Jack Thompson,Order Issue,2023-11-22,Live Chat,6
1780,Jack Thompson,Technical Support,2022-11-28,Social Media,6
1781,Bob Williams,Technical Support,2022-06-07,Phone,8
1782,Frank Miller,Feedback,2023-12-14,Live Chat,10
1783,Emily Davis,General Inquiry,2022-10-11,In-store,6
1784,Alice Johnson,Feedback,2023-12-26,Phone,5
1785,David Smith,Technical Support,2022-02-12,In-store,6
1786,Jack Thompson,Order Issue,2023-03-13,In-store,7
1787,Frank Miller,Feedback,2022-04-02,In-store,3
1788,Emily Davis,General Inquiry,2022-01-01,In-store,4
1789,Henry Wilson,Order Issue,2023-01-30,Social Media,7
1790,Charlie Brown,Order Issue,2022-07-01,Phone,9
1791,Jack Thompson,General Inquiry,2022-08-30,In-store,7
1792,Emily Davis,Feedback,2022-10-24,In-store,1
1793,Charlie Brown,Feedback,2022-10-12,Live Chat,6
1794,Bob Williams,Product Inquiry,2023-10-15,Social Media,7
1795,Bob Williams,Order Issue,2023-10-30,Social Media,8
1796,Jack Thompson,Feedback,2024-01-03,Phone,9
1797,Charlie Brown,General Inquiry,2023-05-28,Social Media,2
1798,Ivy Carter,Technical Support,2022-06-25,Phone,10
1799,Charlie Brown,Technical Support,2022-11-09,Phone,5
1800,Jack Thompson,General Inquiry,2022-12-31,Email,3
1801,Jack Thompson,Feedback,2023-03-02,In-store,5
1802,Jack Thompson,General Inquiry,2023-11-08,In-store,8
1803,David Smith,Technical Support,2023-05-01,Social Media,6
1804,Emily Davis,Technical Support,2023-01-25,Email,9
1805,Jack Thompson,Technical Support,2022-02-27,Live Chat,1
1806,Charlie Brown,Technical Support,2022-12-09,Social Media,3
1807,Charlie Brown,Feedback,2022-02-22,Phone,8
1808,Henry Wilson,General Inquiry,2022-02-19,Email,5
1809,Bob Williams,General Inquiry,2022-10-13,Email,9
1810,Emily Davis,Feedback,2022-05-21,Phone,1
1811,Alice Johnson,Product Inquiry,2024-02-28,Social Media,5
1812,David Smith,Order Issue,2023-04-11,Phone,7
1813,David Smith,Order Issue,2023-05-12,In-store,6
1814,Alice Johnson,General Inquiry,2023-12-18,Live Chat,2
1815,David Smith,General Inquiry,2023-01-05,Social Media,2
1816,Henry Wilson,Product Inquiry,2022-01-12,Phone,2
1817,Grace Lee,Technical Support,2023-03-16,In-store,7
1818,Frank Miller,Feedback,2023-06-18,Email,2
1819,Emily Davis,Feedback,2022-03-09,In-store,3
1820,Bob Williams,Product Inquiry,2023-06-15,Social Media,4
1821,David Smith,Order Issue,2023-04-21,In-store,6
1822,Jack Thompson,Feedback,2022-12-07,Email,2
1823,Charlie Brown,General Inquiry,2023-03-02,Email,9
1824,Henry Wilson,Product Inquiry,2023-08-21,Social Media,7
1825,David Smith,General Inquiry,2022-08-16,Social Media,3
1826,Bob Williams,Product Inquiry,2023-05-11,Social Media,9
1827,Emily Davis,Technical Support,2024-01-09,Social Media,2
1828,Jack Thompson,General Inquiry,2023-05-01,Social Media,8
1829,Charlie Brown,Technical Support,2024-01-28,Phone,7
1830,Emily Davis,Product Inquiry,2023-05-23,Live Chat,6
1831,Frank Miller,Technical Support,2023-04-02,Phone,10
1832,Jack Thompson,Order Issue,2022-05-21,In-store,6
1833,Charlie Brown,Order Issue,2024-02-27,Social Media,6
1834,Henry Wilson,Product Inquiry,2022-09-04,Email,8
1835,Ivy Carter,Product Inquiry,2023-08-15,Phone,7
1836,Frank Miller,Technical Support,2022-08-28,Phone,5
1837,Ivy Carter,General Inquiry,2022-06-29,Live Chat,1
1838,Emily Davis,Order Issue,2023-02-14,Live Chat,3
1839,Jack Thompson,Technical Support,2022-04-01,Email,4
1840,Henry Wilson,Order Issue,2022-09-11,Live Chat,7
1841,Alice Johnson,Order Issue,2023-04-13,Social Media,10
1842,Emily Davis,Product Inquiry,2023-03-21,In-store,7
1843,Ivy Carter,Order Issue,2023-01-16,Live Chat,10
1844,Frank Miller,Feedback,2024-02-16,Social Media,5
1845,Bob Williams,Technical Support,2023-08-12,Live Chat,8
1846,Grace Lee,Technical Support,2024-01-24,Live Chat,9
1847,Bob Williams,General Inquiry,2022-06-11,Phone,5
1848,Charlie Brown,Order Issue,2023-10-12,In-store,2
1849,Charlie Brown,Feedback,2023-05-01,Live Chat,10
1850,Frank Miller,General Inquiry,2023-05-25,In-store,7
1851,Bob Williams,Feedback,2023-02-19,Live Chat,8
1852,Alice Johnson,Product Inquiry,2022-08-18,Live Chat,3
1853,Bob Williams,Product Inquiry,2023-05-08,Social Media,10
1854,Charlie Brown,Order Issue,2022-03-20,In-store,2
1855,Henry Wilson,Product Inquiry,2023-12-31,Email,4
1856,Grace Lee,Product Inquiry,2023-10-04,Social Media,9
1857,Frank Miller,Order Issue,2023-11-30,In-store,9
1858,Bob Williams,Product Inquiry,2023-03-01,Live Chat,8
1859,Frank Miller,Order Issue,2023-02-19,Social Media,1
1860,Alice Johnson,Product Inquiry,2022-11-05,Email,4
1861,Charlie Brown,General Inquiry,2022-08-12,In-store,6
1862,Alice Johnson,Order Issue,2022-07-24,Live Chat,7
1863,Emily Davis,Order Issue,2022-12-27,Email,8
1864,Ivy Carter,Product Inquiry,2023-03-22,Email,2
1865,Charlie Brown,Technical Support,2023-10-12,Phone,10
1866,David Smith,Technical Support,2023-02-24,Phone,4
1867,Ivy Carter,Order Issue,2022-01-31,Live Chat,4
1868,Bob Williams,Product Inquiry,2022-07-08,Email,10
1869,David Smith,Order Issue,2022-05-18,Phone,5
1870,Henry Wilson,Product Inquiry,2023-12-11,Social Media,10
1871,Henry Wilson,General Inquiry,2022-11-16,Email,3
1872,Grace Lee,General Inquiry,2023-12-13,Phone,2
1873,Frank Miller,General Inquiry,2022-08-27,Social Media,7
1874,Frank Miller,General Inquiry,2023-02-17,In-store,1
1875,Charlie Brown,Order Issue,2022-11-18,Email,2
1876,Bob Williams,Technical Support,2023-11-08,Live Chat,10
1877,Jack Thompson,General Inquiry,2023-05-09,In-store,2
1878,Bob Williams,Feedback,2023-12-14,Live Chat,9
1879,Frank Miller,Technical Support,2023-03-22,In-store,2
1880,Emily Davis,General Inquiry,2023-11-01,Social Media,4
1881,Grace Lee,Order Issue,2022-03-20,Social Media,3
1882,Alice Johnson,Feedback,2022-10-26,Email,4
1883,David Smith,Technical Support,2023-06-04,Social Media,8
1884,Jack Thompson,Feedback,2024-02-19,Social Media,7
1885,Jack Thompson,Technical Support,2023-03-07,Social Media,6
1886,Henry Wilson,Feedback,2023-05-21,Phone,7
1887,Frank Miller,Feedback,2023-12-28,Phone,4
1888,Ivy Carter,Technical Support,2022-11-23,Phone,7
1889,Bob Williams,Feedback,2024-02-05,Social Media,3
